cases/pglib-opf/pglib_opf_case1888_rte.m
ipopt
ACT
[warn | PowerModels]: active generators found at bus 14, updating to bus type from 1 to 2
 208  8.3049565e+05 8.62e+01 2.68e+08  -1.0 9.57e+02   2.0 6.19e-03 1.20e-04h  1
 209  8.3098926e+05 8.61e+01 2.78e+08  -1.0 1.04e+03   1.6 1.51e-03 3.55e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 210r 8.3098926e+05 8.61e+01 1.00e+03   0.6 0.00e+00   2.0 0.00e+00 4.60e-07R  4
 211r 8.1572429e+05 7.78e+01 1.05e+03   0.6 4.77e+03    -  6.78e-03 1.24e-03f  1
 212r 8.1334793e+05 7.57e+01 1.09e+03   0.6 2.62e+03    -  6.05e-03 5.33e-04f  1
 213  8.1339229e+05 7.57e+01 1.00e+02  -1.0 2.08e+02    -  2.89e-04 7.57e-05f  1
 214  8.1342730e+05 7.57e+01 1.00e+02  -1.0 1.88e+02    -  3.60e-04 6.28e-05f  1
 215  8.1345766e+05 7.57e+01 3.19e+03  -1.0 1.93e+02    -  1.87e-03 5.12e-05h  1
 216  8.1346743e+05 7.57e+01 2.62e+03  -1.0 1.11e+03    -  2.43e-06 1.38e-05h  1
 217  8.1346975e+05 7.57e+01 2.68e+03  -1.0 9.91e+02    -  7.03e-05 5.25e-05f  1
 218  8.1369698e+05 7.56e+01 4.86e+02  -1.0 4.78e+02    -  5.47e-05 1.06e-03f  1
 219  8.1537106e+05 7.52e+01 1.60e+03  -1.0 3.47e+02    -  2.15e-03 5.20e-03f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 220  8.1544254e+05 7.52e+01 9.88e+04  -1.0 2.95e+02    -  1.10e-02 1.32e-04h  1
 221  8.1554755e+05 7.52e+01 1.44e+05  -1.0 5.44e+03    -  2.45e-04 4.26e-05h  2
 222  8.1561754e+05 7.52e+01 2.58e+05  -1.0 6.28e+03    -  4.64e-04 3.75e-05h  2
 223  8.1566178e+05 7.52e+01 3.54e+05  -1.0 6.94e+03    -  3.36e-04 3.07e-05h  4
 224  8.1576582e+05 7.52e+01 3.44e+05  -1.0 7.91e+03    -  2.12e-05 6.99e-05h  4
 225  8.1585077e+05 7.52e+01 3.59e+05  -1.0 8.06e+03    -  1.37e-04 5.61e-05h  4
 226  8.1592262e+05 7.52e+01 3.95e+05  -1.0 8.00e+03    -  2.52e-04 4.73e-05h  4
 227  8.1597761e+05 7.52e+01 4.48e+05  -1.0 7.78e+03    -  3.57e-04 4.25e-05h  4
 228  8.1603761e+05 7.52e+01 4.66e+05  -1.0 7.45e+03    -  1.49e-04 4.16e-05h  4
 229  8.1609525e+05 7.52e+01 4.80e+05  -1.0 7.10e+03    -  1.32e-04 4.12e-05h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 230  8.1615532e+05 7.51e+01 5.00e+05  -1.0 6.82e+03    -  1.67e-04 4.24e-05h  4
 231  8.1677597e+05 7.51e+01 4.52e+05  -1.0 6.41e+03    -  7.19e-05 3.81e-04w  1
 232  8.1690702e+05 7.51e+01 4.71e+05  -1.0 4.12e+03    -  2.09e-04 6.80e-05w  1
 233  8.1762533e+05 7.51e+01 4.54e+05  -1.0 4.17e+03    -  2.33e-04 3.67e-04w  1
 234  8.1623290e+05 7.51e+01 5.04e+05  -1.0 4.42e+03    -  7.19e-05 4.76e-05h  3
 235  8.1630370e+05 7.51e+01 5.24e+05  -1.0 6.07e+03    -  1.80e-04 4.30e-05h  4
 236  8.1644048e+05 7.51e+01 5.33e+05  -1.0 5.80e+03    -  1.44e-04 8.16e-05h  3
 237  8.1656957e+05 7.51e+01 5.59e+05  -1.0 5.31e+03    -  2.67e-04 7.42e-05h  3
 238  8.1665424e+05 7.51e+01 5.70e+05  -1.0 4.83e+03    -  1.36e-04 5.13e-05h  4
 239  8.1668171e+05 7.51e+01 5.69e+05  -1.0 5.58e+03    -  3.78e-05 4.63e-05h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 240  8.1670258e+05 7.51e+01 6.25e+05  -1.0 5.28e+03    -  5.74e-04 4.01e-05h  4
 241  8.1673712e+05 7.51e+01 6.27e+05  -1.0 4.53e+03    -  9.61e-05 7.88e-05h  3
 242  8.1676405e+05 7.51e+01 6.63e+05  -1.0 3.91e+03    -  4.17e-04 6.27e-05h  3
 243  8.1680194e+05 7.51e+01 6.96e+05  -1.0 4.14e+03    -  3.64e-04 6.31e-05h  3
 244  8.1709895e+05 7.51e+01 6.83e+05  -1.0 4.73e+03    -  2.22e-04 3.19e-04w  1
 245  8.1721211e+05 7.51e+01 8.06e+05  -1.0 6.04e+03    -  5.79e-04 5.32e-05w  1
 246  8.1803193e+05 7.51e+01 8.67e+05  -1.0 1.14e+04    -  2.48e-04 1.49e-04w  1
 247  8.1687619e+05 7.51e+01 7.14e+05  -1.0 1.50e+04    -  2.22e-04 7.97e-05h  2
 248  8.1696953e+05 7.51e+01 7.76e+05  -1.0 4.75e+03    -  4.76e-04 7.33e-05h  3
 249  8.1709138e+05 7.51e+01 8.15e+05  -1.0 4.53e+03    -  2.44e-04 6.20e-05h  3
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 250  8.1724450e+05 7.51e+01 1.03e+06  -1.0 4.73e+03    -  7.81e-04 5.57e-05h  3
 251  8.1735799e+05 7.51e+01 1.49e+06  -1.0 1.10e+04    -  7.61e-04 1.96e-05h  4
 252r 8.1735799e+05 7.51e+01 1.00e+03   0.6 0.00e+00    -  0.00e+00 3.14e-07R  9
 253r 8.1378949e+05 7.19e+01 1.02e+03   0.6 3.07e+03    -  3.52e-03 5.64e-04f  1
 254r 8.1163642e+05 6.96e+01 1.03e+03   0.6 2.75e+03    -  2.08e-03 5.80e-04f  1
 255r 8.0183923e+05 5.59e+01 1.02e+03   0.6 2.58e+03    -  3.02e-03 3.94e-03f  1
 256  8.0194139e+05 5.59e+01 1.00e+02  -1.0 1.93e+02    -  1.01e-03 1.87e-04h  1
 257  8.0209035e+05 5.59e+01 1.44e+02  -1.0 1.89e+02    -  2.30e-03 2.77e-04h  1
 258  8.0217927e+05 5.59e+01 3.56e+03  -1.0 1.57e+02    -  4.26e-03 1.58e-04h  1
 259  8.0224995e+05 5.59e+01 7.54e+04  -1.0 1.21e+03    -  2.56e-03 5.85e-05h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 260  8.0271980e+05 5.59e+01 5.07e+04  -1.0 3.62e+03    -  2.07e-05 2.37e-04h  1
 261  8.0311640e+05 5.58e+01 5.20e+04  -1.0 2.93e+03    -  3.20e-04 3.04e-04h  2
 262  8.0339983e+05 5.58e+01 4.88e+04  -1.0 2.51e+03    -  3.14e-04 3.81e-04f  2
 263  8.0373570e+05 5.58e+01 3.56e+04  -1.0 2.19e+03    -  1.97e-04 4.81e-04h  1
 264  8.0380239e+05 5.58e+01 6.99e+04  -1.0 8.70e+03    -  2.18e-04 1.91e-05h  1
 265  8.0392529e+05 5.58e+01 1.54e+05  -1.0 1.16e+04    -  3.88e-04 2.48e-05h  3
 266  8.0403652e+05 5.58e+01 1.71e+05  -1.0 1.31e+04    -  7.88e-05 1.87e-05h  3
 267  8.0421267e+05 5.58e+01 1.94e+05  -1.0 1.32e+04    -  1.11e-04 2.81e-05h  2
 268  8.0439445e+05 5.58e+01 2.14e+05  -1.0 1.33e+04    -  9.91e-05 2.84e-05h  1
 269r 8.0439445e+05 5.58e+01 9.99e+02   0.4 0.00e+00    -  0.00e+00 1.42e-07R  2
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 270r 8.0425377e+05 5.56e+01 1.00e+03   0.4 4.04e+03    -  7.76e-04 4.68e-05f  1
 271r 8.0438150e+05 5.43e+01 1.01e+03   0.4 3.66e+03    -  1.53e-03 3.19e-04f  1
 272r 8.0597982e+05 5.19e+01 1.01e+03   0.4 3.19e+03    -  1.48e-03 6.68e-04f  1
 273  8.0599142e+05 5.19e+01 1.00e+02  -1.0 1.59e+02    -  5.05e-04 2.21e-05h  1
 274r 8.0599142e+05 5.19e+01 9.99e+02   0.3 0.00e+00    -  0.00e+00 1.11e-07R  2
 275r 8.0656073e+05 4.67e+01 9.98e+02   0.3 3.70e+03    -  2.50e-05 1.32e-03f  1
 276  8.0693999e+05 4.67e+01 9.97e+01  -1.0 1.60e+02    -  6.72e-03 7.63e-04h  1
 277  8.0891030e+05 4.65e+01 3.69e+02  -1.0 1.49e+02    -  4.36e-03 4.34e-03h  1
 278  8.0968907e+05 4.64e+01 3.67e+02  -1.0 1.36e+02    -  4.24e-03 1.80e-03h  1
 279  8.0990872e+05 4.64e+01 3.67e+02  -1.0 1.29e+02    -  2.09e-03 8.07e-04h  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 280  8.1001335e+05 4.64e+01 1.25e+03  -1.0 1.21e+02    -  3.33e-03 4.59e-04h  1
 281  8.1010238e+05 4.63e+01 5.63e+03  -1.0 4.26e+02    -  1.04e-03 2.08e-04h  1
 282  8.1042866e+05 4.63e+01 1.27e+04  -1.0 2.37e+03    -  5.88e-04 2.93e-04h  1
 283  8.1071856e+05 4.63e+01 1.25e+04  -1.0 4.14e+03    -  1.67e-04 1.71e-04h  1
 284  8.1083617e+05 4.63e+01 5.33e+04  -1.0 6.53e+03    -  6.67e-04 5.40e-05h  1
 285  8.1097289e+05 4.63e+01 6.11e+04  -1.0 6.87e+03    -  1.68e-04 5.95e-05h  4
 286  8.1113156e+05 4.63e+01 6.63e+04  -1.0 6.84e+03    -  1.38e-04 6.67e-05h  4
 287  8.1131859e+05 4.63e+01 7.60e+04  -1.0 6.72e+03    -  2.01e-04 6.75e-05h  4
 288  8.1149796e+05 4.63e+01 8.62e+04  -1.0 6.63e+03    -  2.02e-04 6.39e-05h  4
 289  8.1167821e+05 4.63e+01 1.35e+05  -1.0 6.51e+03    -  7.16e-04 6.25e-05h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 290  8.1189383e+05 4.63e+01 1.46e+05  -1.0 6.31e+03    -  2.08e-04 7.68e-05h  4
 291  8.1212718e+05 4.63e+01 1.97e+05  -1.0 6.09e+03    -  6.71e-04 8.34e-05h  4
 292  8.1228525e+05 4.63e+01 2.22e+05  -1.0 5.56e+03    -  3.15e-04 5.62e-05h  5
 293  8.1244539e+05 4.63e+01 2.33e+05  -1.0 5.27e+03    -  1.71e-04 5.91e-05h  5
 294  8.1259793e+05 4.63e+01 2.77e+05  -1.0 5.26e+03    -  4.74e-04 5.87e-05h  5
 295  8.1534204e+05 4.62e+01 1.71e+05  -1.0 5.28e+03    -  1.99e-04 1.11e-03w  1
 296  8.1552567e+05 4.62e+01 2.35e+05  -1.0 4.47e+03    -  8.66e-04 1.48e-04w  1
 297  8.1575909e+05 4.62e+01 3.02e+05  -1.0 4.55e+03    -  1.16e-03 4.52e-04w  1
 298  8.1276944e+05 4.63e+01 2.93e+05  -1.0 4.78e+03    -  1.99e-04 6.92e-05h  4
 299  8.1292446e+05 4.63e+01 4.02e+05  -1.0 5.26e+03    -  9.81e-04 6.52e-05h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 300  8.1303893e+05 4.63e+01 4.20e+05  -1.0 5.32e+03    -  1.82e-04 5.65e-05h  5
 301  8.1314040e+05 4.63e+01 5.20e+05  -1.0 5.30e+03    -  7.59e-04 5.30e-05h  5
 302  8.1318806e+05 4.63e+01 5.58e+05  -1.0 5.36e+03    -  2.78e-04 3.04e-05h  6
 303  8.1323382e+05 4.63e+01 8.22e+05  -1.0 5.37e+03    -  1.70e-03 3.22e-05h  6
 304  8.1325555e+05 4.63e+01 8.65e+05  -1.0 5.53e+03    -  2.56e-04 2.38e-05h  7
 305  8.1327720e+05 4.63e+01 1.08e+06  -1.0 5.53e+03    -  1.21e-03 2.55e-05h  7
 306  8.1353991e+05 4.63e+01 1.08e+06  -1.0 5.62e+03    -  3.63e-04 3.63e-04s 13
 307  8.1425442e+05 4.62e+01 1.08e+06  -1.0 5.11e+03    -  1.38e-03 1.38e-03s 13
 308  8.1449406e+05 4.62e+01 1.08e+06  -1.0 4.49e+03    -  6.59e-04 6.59e-04s 13
 309  8.1472407e+05 4.61e+01 1.08e+06  -1.0 4.02e+03    -  5.06e-04 5.06e-04s 13
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 310  8.1513346e+05 4.61e+01 1.08e+06  -1.0 3.74e+03    -  7.19e-04 7.19e-04s 13
 311  8.1545364e+05 4.61e+01 1.08e+06  -1.0 3.40e+03    -  4.42e-04 4.42e-04s 13
 312  8.1623699e+05 4.60e+01 1.08e+06  -1.0 3.23e+03    -  1.11e-03 1.11e-03s 13
 313  8.1680890e+05 4.60e+01 1.08e+06  -1.0 2.89e+03    -  7.00e-04 7.00e-04s 13
 314  8.1737337e+05 4.60e+01 1.08e+06  -1.0 2.73e+03    -  6.46e-04 6.46e-04s 13
 315  8.1829190e+05 4.59e+01 1.08e+06  -1.0 2.62e+03    -  9.43e-04 9.43e-04s 13
 316  8.1932843e+05 4.59e+01 1.08e+06  -1.0 2.55e+03    -  8.75e-04 8.75e-04s 13
 317r 8.1932843e+05 4.59e+01 9.99e+02   0.4 0.00e+00    -  0.00e+00 0.00e+00R  1
 318r 8.1503805e+05 4.51e+01 1.00e+03   0.4 2.98e+03    -  3.66e-03 3.12e-04f  1
 319r 8.1172022e+05 4.32e+01 1.00e+03   0.4 2.58e+03    -  2.15e-03 8.75e-04f  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 320r 8.1086696e+05 4.17e+01 1.00e+03   0.4 2.39e+03    -  5.06e-03 8.86e-04f  1
 321  8.1089579e+05 4.17e+01 4.86e+02  -1.0 1.06e+02    -  1.38e-02 6.63e-05h  1
 322  8.1103012e+05 4.17e+01 6.67e+03  -1.0 4.26e+02    -  2.50e-03 1.82e-04h  1
 323  8.1161243e+05 4.16e+01 3.41e+04  -1.0 1.53e+03    -  3.28e-03 3.80e-04h  2
 324  8.1216083e+05 4.16e+01 4.33e+04  -1.0 1.60e+03    -  1.22e-03 4.88e-04h  3
 325  8.1248899e+05 4.16e+01 7.20e+04  -1.0 1.75e+03    -  2.37e-03 3.30e-04h  4
 326  8.1272025e+05 4.16e+01 8.50e+04  -1.0 1.94e+03    -  1.04e-03 2.51e-04h  5
 327  8.1295753e+05 4.16e+01 1.13e+05  -1.0 2.02e+03    -  1.87e-03 2.59e-04h  5
 328  8.1320327e+05 4.16e+01 1.45e+05  -1.0 2.14e+03    -  1.94e-03 2.68e-04h  5
 329  8.1344909e+05 4.16e+01 1.81e+05  -1.0 2.27e+03    -  1.99e-03 2.70e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 330  8.1364624e+05 4.16e+01 1.78e+05  -1.0 2.37e+03    -  5.79e-05 2.20e-04h  5
 331  8.1384313e+05 4.15e+01 2.49e+05  -1.0 2.37e+03    -  3.45e-03 2.18e-04h  5
 332  8.1401700e+05 4.15e+01 2.61e+05  -1.0 2.54e+03    -  6.53e-04 2.13e-04h  5
 333  8.1692388e+05 4.14e+01 1.83e+05  -1.0 2.55e+03    -  6.59e-04 3.65e-03w  1
 334  8.1999426e+05 4.12e+01 1.27e+05  -1.0 2.45e+03    -  2.41e-03 4.79e-03w  1
 335  8.2115122e+05 4.11e+01 1.22e+05  -1.0 2.98e+03    -  1.62e-03 1.84e-03w  1
 336  8.1419868e+05 4.15e+01 2.71e+05  -1.0 2.57e+03    -  6.59e-04 2.28e-04h  4
 337  8.1438630e+05 4.15e+01 3.09e+05  -1.0 2.57e+03    -  1.70e-03 2.43e-04h  5
 338  8.1459413e+05 4.15e+01 3.54e+05  -1.0 2.63e+03    -  1.94e-03 2.84e-04h  5
 339  8.1471465e+05 4.15e+01 4.05e+05  -1.0 2.68e+03    -  1.98e-03 1.69e-04h  6
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 340  8.1486503e+05 4.15e+01 4.52e+05  -1.0 2.72e+03    -  1.77e-03 2.02e-04h  6
 341  8.1504459e+05 4.15e+01 5.27e+05  -1.0 2.75e+03    -  2.67e-03 2.32e-04h  6
 342  8.1520195e+05 4.15e+01 5.60e+05  -1.0 2.78e+03    -  1.22e-03 1.98e-04h  6
 343  8.1536266e+05 4.15e+01 6.40e+05  -1.0 2.79e+03    -  2.60e-03 1.98e-04h  6
 344  8.1553039e+05 4.15e+01 6.96e+05  -1.0 2.83e+03    -  1.79e-03 1.98e-04h  6
 345  8.1571084e+05 4.14e+01 7.90e+05  -1.0 2.82e+03    -  2.82e-03 2.06e-04h  6
 346  8.2222660e+05 4.12e+01 6.05e+05  -1.0 2.85e+03    -  2.38e-03 7.05e-03w  1
 347  8.2314618e+05 4.11e+01 8.25e+05  -1.0 2.60e+03    -  6.85e-03 7.97e-04w  1
 348  8.2543024e+05 4.11e+01 8.45e+05  -1.0 3.03e+03    -  1.70e-03 1.33e-03w  1
 349  8.1591446e+05 4.14e+01 8.73e+05  -1.0 3.13e+03    -  2.38e-03 2.20e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 350  8.1612769e+05 4.14e+01 9.79e+05  -1.0 2.88e+03    -  2.83e-03 2.19e-04h  6
 351  8.1634788e+05 4.14e+01 1.14e+06  -1.0 2.92e+03    -  3.86e-03 2.10e-04h  6
 352  8.1659873e+05 4.14e+01 1.28e+06  -1.0 2.99e+03    -  3.18e-03 2.15e-04h  6
 353  8.1686412e+05 4.14e+01 1.49e+06  -1.0 3.05e+03    -  4.26e-03 2.07e-04h  6
 354  8.1708975e+05 4.14e+01 1.69e+06  -1.0 3.14e+03    -  3.50e-03 1.55e-04h  6
 355  8.1733224e+05 4.14e+01 2.18e+06  -1.0 3.22e+03    -  7.37e-03 1.51e-04h  6
 356  8.1771047e+05 4.14e+01 2.41e+06  -1.0 3.38e+03    -  3.07e-03 1.99e-04h  5
 357  8.1807715e+05 4.14e+01 3.02e+06  -1.0 3.43e+03    -  6.83e-03 1.81e-04h  5
 358  8.1851025e+05 4.14e+01 3.38e+06  -1.0 3.55e+03    -  3.44e-03 1.92e-04h  5
 359  8.2458637e+05 4.13e+01 3.55e+06  -1.0 3.60e+03    -  4.07e-03 2.58e-03w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 360  8.2588457e+05 4.12e+01 3.74e+06  -1.0 3.46e+03    -  2.00e-03 6.24e-04w  1
 361  8.2860695e+05 4.12e+01 4.11e+06  -1.0 3.46e+03    -  3.90e-03 1.42e-03w  1
 362  8.1889001e+05 4.14e+01 3.86e+06  -1.0 3.47e+03    -  4.07e-03 1.61e-04h  4
 363  8.1923555e+05 4.14e+01 4.08e+06  -1.0 3.65e+03    -  1.65e-03 1.44e-04h  5
 364  8.1956242e+05 4.13e+01 4.49e+06  -1.0 3.67e+03    -  2.91e-03 1.38e-04h  5
 365  8.1991509e+05 4.13e+01 4.88e+06  -1.0 3.70e+03    -  2.52e-03 1.54e-04h  5
 366  8.2026679e+05 4.13e+01 5.83e+06  -1.0 3.72e+03    -  5.44e-03 1.61e-04h  5
 367  8.2053676e+05 4.13e+01 6.20e+06  -1.0 3.78e+03    -  1.83e-03 1.32e-04h  5
 368  8.2084362e+05 4.13e+01 8.23e+06  -1.0 3.79e+03    -  8.98e-03 1.55e-04h  5
 369  8.2106724e+05 4.13e+01 8.50e+06  -1.0 3.88e+03    -  9.90e-04 1.25e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 370  8.2126145e+05 4.13e+01 9.11e+06  -1.0 3.89e+03    -  2.02e-03 1.10e-04h  5
 371  8.2143245e+05 4.13e+01 9.41e+06  -1.0 3.90e+03    -  9.51e-04 9.75e-05h  5
 372  8.2408559e+05 4.12e+01 1.16e+07  -1.0 3.91e+03    -  7.66e-03 1.53e-03w  1
 373  8.2530693e+05 4.12e+01 1.22e+07  -1.0 3.87e+03    -  1.92e-03 5.93e-04w  1
 374  8.2947048e+05 4.11e+01 1.24e+07  -1.0 3.86e+03    -  2.43e-03 1.94e-03w  1
 375  8.2176409e+05 4.13e+01 1.21e+07  -1.0 3.78e+03    -  7.66e-03 1.91e-04h  3
 376  8.2202158e+05 4.13e+01 1.29e+07  -1.0 3.97e+03    -  1.93e-03 1.42e-04h  4
 377  8.2223893e+05 4.13e+01 1.40e+07  -1.0 3.98e+03    -  2.20e-03 1.10e-04h  5
 378  8.2255894e+05 4.13e+01 1.67e+07  -1.0 3.99e+03    -  5.23e-03 1.55e-04h  5
 379  8.2283066e+05 4.13e+01 1.78e+07  -1.0 4.03e+03    -  1.77e-03 1.28e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 380  8.2311735e+05 4.13e+01 2.01e+07  -1.0 4.04e+03    -  3.32e-03 1.35e-04h  5
 381  8.2344340e+05 4.13e+01 2.19e+07  -1.0 4.07e+03    -  2.41e-03 1.55e-04h  5
 382  8.2375007e+05 4.13e+01 2.86e+07  -1.0 4.08e+03    -  7.75e-03 1.48e-04h  5
 383  8.2397045e+05 4.13e+01 3.08e+07  -1.0 4.15e+03    -  2.02e-03 1.13e-04h  4
 384  8.2417019e+05 4.13e+01 3.55e+07  -1.0 4.15e+03    -  3.84e-03 1.03e-04h  4
 385  8.2661195e+05 4.12e+01 4.65e+07  -1.0 4.15e+03    -  8.77e-03 1.27e-03w  1
 386  8.2775992e+05 4.12e+01 5.12e+07  -1.0 4.10e+03    -  2.99e-03 6.41e-04w  1
 387  8.3356307e+05 4.10e+01 6.00e+07  -1.0 4.08e+03    -  7.30e-03 3.40e-03w  1
 388  8.2447541e+05 4.12e+01 4.81e+07  -1.0 3.93e+03    -  8.77e-03 1.58e-04h  3
 389  8.2475240e+05 4.12e+01 5.17e+07  -1.0 4.17e+03    -  1.94e-03 1.51e-04h  4
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 390  8.2515130e+05 4.12e+01 8.27e+07  -1.0 4.17e+03    -  1.44e-02 2.24e-04h  4
 391  8.2549719e+05 4.12e+01 8.76e+07  -1.0 4.21e+03    -  1.60e-03 2.16e-04h  5
 392  8.2579026e+05 4.12e+01 1.07e+08  -1.0 4.20e+03    -  5.38e-03 1.85e-04h  5
 393  8.2608270e+05 4.12e+01 1.19e+08  -1.0 4.20e+03    -  2.72e-03 1.92e-04h  5
 394  8.2633773e+05 4.12e+01 1.55e+08  -1.0 4.20e+03    -  7.14e-03 1.70e-04h  5
 395  8.2656404e+05 4.12e+01 1.76e+08  -1.0 4.20e+03    -  3.18e-03 1.59e-04h  5
 396  8.2683450e+05 4.12e+01 2.44e+08  -1.0 4.19e+03    -  8.80e-03 1.94e-04h  5
 397  8.2708200e+05 4.12e+01 2.85e+08  -1.0 4.19e+03    -  3.88e-03 1.93e-04h  5
 398  8.3058241e+05 4.11e+01 3.65e+08  -1.0 4.17e+03    -  9.14e-03 2.86e-03w  1
 399  8.3349818e+05 4.10e+01 3.45e+08  -1.0 4.07e+03    -  1.51e-03 2.51e-03w  1
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 400  8.3475504e+05 4.09e+01 3.87e+08  -1.0 4.03e+03    -  2.92e-03 9.85e-04w  1
 401  8.2730077e+05 4.12e+01 4.01e+08  -1.0 4.06e+03    -  9.14e-03 1.79e-04h  4
 402  8.2752535e+05 4.12e+01 4.43e+08  -1.0 4.14e+03    -  2.49e-03 2.16e-04h  5
 403  8.2763527e+05 4.12e+01 4.54e+08  -1.0 4.25e+03    -  6.39e-04 1.10e-04h  6
 404  8.2785183e+05 4.11e+01 4.97e+08  -1.0 4.24e+03    -  2.23e-03 2.17e-04h  5
 405  8.2806732e+05 4.11e+01 5.99e+08  -1.0 4.23e+03    -  4.53e-03 2.15e-04h  5
 406  8.2827947e+05 4.11e+01 5.97e+08  -1.0 4.25e+03    -  1.33e-04 2.03e-04h  5
 407  8.2847796e+05 4.11e+01 5.97e+08  -1.0 4.23e+03    -  1.84e-04 1.86e-04h  5
 408  8.2866423e+05 4.11e+01 7.64e+08  -1.0 4.22e+03    -  5.91e-03 1.71e-04h  5
 409  8.2880298e+05 4.11e+01 7.94e+08  -1.0 4.24e+03    -  9.31e-04 1.17e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 410  8.2895102e+05 4.11e+01 8.78e+08  -1.0 4.23e+03    -  2.27e-03 1.24e-04h  5
 411  8.3129733e+05 4.10e+01 8.38e+08  -1.0 4.24e+03    -  1.07e-03 1.95e-03w  1
 412  8.3134771e+05 4.10e+01 1.22e+09  -1.0 4.13e+03    -  8.30e-03 3.90e-05w  1
 413  8.3528028e+05 4.09e+01 1.28e+09  -1.0 4.19e+03    -  3.78e-03 2.85e-03w  1
 414  8.2909766e+05 4.11e+01 9.19e+08  -1.0 2.10e+03   1.5 1.07e-03 1.22e-04h  4
 415  8.2923513e+05 4.11e+01 9.99e+08  -1.0 4.23e+03    -  1.86e-03 1.13e-04h  5
 416  8.2950690e+05 4.11e+01 1.08e+09  -1.0 4.24e+03    -  1.91e-03 2.18e-04h  4
 417  8.2975978e+05 4.11e+01 1.59e+09  -1.0 4.23e+03    -  9.47e-03 1.96e-04h  4
 418  8.2994383e+05 4.11e+01 1.71e+09  -1.0 4.27e+03    -  1.60e-03 1.35e-04h  5
 419  8.3015276e+05 4.11e+01 2.72e+09  -1.0 4.27e+03    -  1.17e-02 1.52e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 420  8.3035448e+05 4.11e+01 2.98e+09  -1.0 4.32e+03    -  1.97e-03 1.44e-04h  6
 421  8.3055071e+05 4.11e+01 4.91e+09  -1.0 4.31e+03    -  1.28e-02 1.40e-04h  6
 422  8.3071416e+05 4.10e+01 5.48e+09  -1.0 4.37e+03    -  2.36e-03 1.16e-04h  6
 423  8.3087425e+05 4.10e+01 8.43e+09  -1.0 4.36e+03    -  1.05e-02 1.14e-04h  6
 424  8.3298696e+05 4.10e+01 8.98e+09  -1.0 4.40e+03    -  2.80e-03 1.51e-03w  1
 425  8.3797506e+05 4.08e+01 8.77e+09  -1.0 3.78e+03   1.0 3.37e-03 3.68e-03w  1
 426  8.3878461e+05 4.08e+01 7.47e+09  -1.0 1.67e+03   3.3 2.93e-05 4.61e-04w  1
 427  8.3113834e+05 4.10e+01 9.57e+09  -1.0 1.92e+03   2.8 2.80e-03 1.88e-04h  3
 428  8.3127760e+05 4.10e+01 1.04e+10  -1.0 4.36e+03    -  1.84e-03 9.88e-05h  4
 429  8.3142824e+05 4.10e+01 1.47e+10  -1.0 4.35e+03    -  7.86e-03 1.07e-04h  5
iter    objective    inf_pr   inf_du lg(mu)  ||d||  lg(rg) alpha_du alpha_pr  ls
 430  8.3165855e+05 4.10e+01 1.50e+10  -1.0 4.38e+03    -  5.80e-04 1.63e-04h  3
 431  8.3196691e+05 4.10e+01 1.78e+10  -1.0 2.41e+03   2.3 2.26e-03 1.88e-04h  3
